"[142, 53, 76, 82, 57, 92, 42, 50, 4, 49, 55, 148, 80, 50, 16, 3, 33, 3, 37, 58, 64, 63, 50, 12, 133, 70, 20, 107, 43, 30]","(True, '16분 57초')"
"[46, -2, -2, 121, 33, 3, 98, 44, 100, 28, 60, 5, 80, 48, 40, 128, 60, 25, 82, 58, 55, 1, 50, 40, 134, -2, -2, 4, 52, 79]","(False, '35분 52초')"
"[36, 62, 60, 122, 54, 28, 1, 58, 161, 126, 55, 22, 65, 63, 43, 118, -2, -2, 89, 65, 23, 98, 54, 747, 51, -2, -2, 13, 57, 198]","(False, '27분 40초')"
"[17, -2, -2, 74, -2, -2, 119, -2, -2, 103, 57, 14, 96, 70, 33, 149, -2, -2, 89, -2, -2, 157, -2, -2, 50, -2, -2, 73, -2, -2]","(False, '22분 35초')"
"[38, 50, 82, 147, 45, 22, 140, 43, 89, 28, 38, 8, 69, 61, 130, 37, 55, 11, 22, 17, 6, 42, -2, -2, 103, 47, 17, 116, 57, 152]","(True, '26분 17초')"
"[89, 48, 44, 59, 53, 482, 63, 58, 12, 28, 64, 53, 12, -2, -2, 120, 52, 820, 139, 51, 130, 67, 75, 4, 48, 61, 51, 52, 52, 23]","(True, '23분 35초')"
"[89, 56, 509, 139, 70, 23, 50, -2, -2, 28, 50, 2, 52, 62, 133, 18, 54, 667, 83, 55, 53, 1, 50, 6, 103, 50, 72, 93, 55, 152]","(True, '15분 37초')"
"[37, 50, 234, 22, 50, 30, 58, 58, 348, 145, 60, 20, 93, 53, 51, 50, 20, 5, 64, -2, -2, 118, -2, -2, 103, 50, 6, 80, 52, 217]","(True, '20분 29초')"
"[88, -2, -2, 153, -2, -2, 42, 54, 56, 155, -2, -2, 65, 33, 12, 128, 61, 23, 57, 40, 10, 1, -2, -2, 121, -2, -2, 32, 0, 1]","(True, '21분 19초')"
"[99, 53, 585, 22, 60, 40, 148, 50, 10, 8, 51, 87, 97, 48, 27, 89, 55, 522, 64, 52, 197, 1, 48, 21, 50, -2, -2, 80, -2, -2]","(False, '3분 13초')"
"[46, 58, 45, 82, 51, 51, 137, 47, 15, 28, 57, 23, 146, 53, 30, 128, 37, 30, 37, -2, -2, 32, 64, 33, 16, 42, 12, 157, 51, 123]","(True, '18분 14초')"
"[36, 62, 68, 37, 29, 21, 22, 57, 313, 126, -2, -2, 13, 67, 9, 98, 52, 936, 139, 60, 10, 55, 55, 263, 9, -2, -2, 93, 67, 3]","(True, '33분 49초')"
"[30, 54, 39, 122, 64, 92, 137, 49, 59, 8, 51, 202, 93, 0, 1, 89, 59, 374, 64, 57, 21, 157, 54, 349, 28, 57, 230, 52, 56, 72]","(False, '15분 50초')"
"[58, 40, 5, 37, 53, 81, 137, 52, 172, 51, -2, -2, 80, 51, 119, 30, 50, 6, 82, 40, 15, 149, 57, 21, 50, 73, 44, 107, 67, 6]","(True, '16분 2초')"
"[38, 60, 35, 37, 55, 297, 1, 69, 68, 145, 66, 50, 105, 43, 7, 36, 60, 10, 82, 54, 83, 42, 55, 477, 155, 100, 1, 88, 60, 5]","(False, '19분 58초')"
"[33, 44, 9, 64, 47, 36, 153, 57, 100, 146, 52, 640, 121, 58, 219, 145, 46, 13, 139, 36, 11, 2, 45, 31, 141, 0, 2, 97, 53, 19]","(True, '28분 36초')"
"[18, 59, 270, 64, 56, 43, 63, -2, -2, 145, 56, 263, 80, 59, 80, 0, 60, 78, 147, 54, 217, 55, 46, 123, 24, 67, 84, 107, -2, -2]","(True, '20분 21초')"
"[17, 57, 7, 121, 60, 87, 2, 48, 221, 103, 50, 121, 93, 61, 33, 0, 47, 43, 37, -2, -2, 119, 0, 2, 50, 53, 36, 4, -2, -2]","(True, '25분 9초')"
